SOURCEBUS.1,1.075383392, +j -3.837548765 ,0.158285511, +j -0.1691572374,0.158285511, +j -0.1691572374,-0.004440182, +j 0.01776072748,0.002220091, +j -0.00888036374,0.002220091, +j -0.00888036374,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
707.2,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0.600814984, +j -0.1125275161,-2.746783715, +j 0.8639562066 ,0.600814984, +j -0.1125275161,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-5.934365542, +j 1.111455993  ,27.13051283, +j -8.533451911 ,-5.934365542, +j 1.111455993  ,0.727302349, +j -0.1362175195,-3.325053971, +j 1.045841724  ,0.727302349, +j -0.1362175195,4.606248209, +j -0.862710957 ,-21.05867515, +j 6.62366425   ,4.606248209, +j -0.862710957 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
707.3,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0.49628442, +j -0.1822885007,0.600814984, +j -0.1125275161,-2.690818764, +j 0.9383483694 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-4.901896987, +j 1.8004987    ,-5.934365542, +j 1.111455993  ,26.57773621, +j -9.26823766  ,0.60076535, +j -0.2206650272,0.727302349, +j -0.1362175195,-3.257306925, +j 1.135895395  ,3.804847217, +j -1.397545172 ,4.606248209, +j -0.862710957 ,-20.62961052, +j 7.194004166  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
724.1,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-3.257306925, +j 1.135895395  ,0.727302349, +j -0.1362175195,0.60076535, +j -0.2206650272,3.257306925, +j -1.135891059 ,-0.727302349, +j 0.1362175195 ,-0.60076535, +j 0.2206650272 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
724.2,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0.727302349, +j -0.1362175195,-3.325053971, +j 1.045841724  ,0.727302349, +j -0.1362175195,-0.727302349, +j 0.1362175195 ,3.326876888, +j -1.046748846 ,-0.729125266, +j 0.1371289779 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
724.3,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0.60076535, +j -0.2206650272,0.727302349, +j -0.1362175195,-3.257306925, +j 1.135895395  ,-0.60076535, +j 0.2206650272 ,-0.729125266, +j 0.1371289779 ,3.259129842, +j -1.136802517 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
722.1,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-20.62961052, +j 7.194004166  ,4.606248209, +j -0.862710957 ,3.804847217, +j -1.397545172 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,20.63052198, +j -7.194437509 ,-4.606248209, +j 0.862710957  ,-3.805758676, +j 1.3979792    ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
722.2,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,4.606248209, +j -0.862710957 ,-21.05867515, +j 6.62366425   ,4.606248209, +j -0.862710957 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-4.606248209, +j 0.862710957  ,21.06475154, +j -6.62670176  ,-4.612324598, +j 0.8657491515 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
722.3,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,3.804847217, +j -1.397545172 ,4.606248209, +j -0.862710957 ,-20.62961052, +j 7.194004166  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-3.805758676, +j 1.3979792    ,-4.612324598, +j 0.8657491515 ,20.63659837, +j -7.197475703 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
708.1,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-11.90585007, +j 6.785509775  ,3.42824566, +j -1.877745171 ,2.34410926, +j -2.07400277  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,31.54780409, +j -16.26876475 ,-8.583834399, +j 4.079006951  ,-6.115036226, +j 4.67208498   ,-11.90585007, +j 6.785509775  ,3.42824566, +j -1.877745171 ,2.34410926, +j -2.07400277  ,-7.736103947, +j 2.697751562  ,1.727343079, +j -0.3235166089,1.426817707, +j -0.5240794396,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
708.2,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,3.42824566, +j -1.877745171 ,-12.70388101, +j 6.464728254  ,3.42824566, +j -1.877745171 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-8.583834399, +j 4.079006951  ,33.30476519, +j -15.41332424 ,-8.583834399, +j 4.079006951  ,3.42824566, +j -1.877745171 ,-12.70388101, +j 6.464728254  ,3.42824566, +j -1.877745171 ,1.727343079, +j -0.3235166089,-7.897003181, +j 2.483874094  ,1.727343079, +j -0.3235166089,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
708.3,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,2.34410926, +j -2.07400277  ,3.42824566, +j -1.877745171 ,-11.90585007, +j 6.785509775  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-6.115036226, +j 4.67208498   ,-8.583834399, +j 4.079006951  ,31.54780409, +j -16.26876475 ,2.34410926, +j -2.07400277  ,3.42824566, +j -1.877745171 ,-11.90585007, +j 6.785509775  ,1.426817707, +j -0.5240794396,1.727343079, +j -0.3235166089,-7.736103947, +j 2.697751562  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
